"","BEA2007","NAICS2007_6d","NAICS2007_5d","NAICS2007_4d","NAICS2007_3d","NAICS2007_2d"
"182","2332A0","238110","23811","2381","238","23"
"183","2332A0","238120","23812","2381","238","23"
"184","2332A0","238130","23813","2381","238","23"
"185","2332A0","238140","23814","2381","238","23"
"186","2332A0","238150","23815","2381","238","23"
"187","2332A0","238160","23816","2381","238","23"
"188","2332A0","238170","23817","2381","238","23"
"189","2332A0","238190","23819","2381","238","23"
"190","2332A0","238210","23821","2382","238","23"
"191","2332A0","238220","23822","2382","238","23"
"192","2332A0","238290","23829","2382","238","23"
"193","2332A0","238190","23819","2381","238","23"
"194","2332A0","238320","23832","2383","238","23"
"195","2332A0","238330","23833","2383","238","23"
"196","2332A0","238340","23834","2383","238","23"
"197","2332A0","238350","23835","2383","238","23"
"198","2332A0","238390","23839","2383","238","23"
"199","2332A0","238910","23891","2389","238","23"
"200","2332A0","238990","23899","2389","238","23"
"201","233240","236115","23611","2361","236","23"
"202","233240","236116","23611","2361","236","23"
"203","233240","236117","23611","2361","236","23"
"204","233240","236118","23611","2361","236","23"
"205","233240","236210","23621","2362","236","23"
"206","233240","236220","23622","2362","236","23"
"207","233240","237110","23711","2371","237","23"
"208","233240","237120","23712","2371","237","23"
"209","233240","237130","23713","2371","237","23"
"210","233240","237210","23721","2372","237","23"
"211","233240","237310","23731","2373","237","23"
"212","233240","237990","23799","2379","237","23"
"213","233240","238110","23811","2381","238","23"
"214","233240","238120","23812","2381","238","23"
"215","233240","238130","23813","2381","238","23"
"216","233240","238140","23814","2381","238","23"
"217","233240","238150","23815","2381","238","23"
"218","233240","238160","23816","2381","238","23"
"219","233240","238170","23817","2381","238","23"
"220","233240","238190","23819","2381","238","23"
"221","233240","238210","23821","2382","238","23"
"222","233240","238220","23822","2382","238","23"
"223","233240","238290","23829","2382","238","23"
"224","233240","238190","23819","2381","238","23"
"225","233240","238320","23832","2383","238","23"
"226","233240","238330","23833","2383","238","23"
"227","233240","238340","23834","2383","238","23"
"228","233240","238350","23835","2383","238","23"
"229","233240","238390","23839","2383","238","23"
"230","233240","238910","23891","2389","238","23"
"231","233240","238990","23899","2389","238","23"
"232","2332C0","236115","23611","2361","236","23"
"233","2332C0","236116","23611","2361","236","23"
"234","2332C0","236117","23611","2361","236","23"
"235","2332C0","236118","23611","2361","236","23"
"236","2332C0","236210","23621","2362","236","23"
"237","2332C0","236220","23622","2362","236","23"
"238","2332C0","237110","23711","2371","237","23"
"239","2332C0","237120","23712","2371","237","23"
"240","2332C0","237130","23713","2371","237","23"
"241","2332C0","237210","23721","2372","237","23"
"242","2332C0","237310","23731","2373","237","23"
"243","2332C0","237990","23799","2379","237","23"
"244","2332C0","238110","23811","2381","238","23"
"245","2332C0","238120","23812","2381","238","23"
"246","2332C0","238130","23813","2381","238","23"
"247","2332C0","238140","23814","2381","238","23"
"248","2332C0","238150","23815","2381","238","23"
"249","2332C0","238160","23816","2381","238","23"
"250","2332C0","238170","23817","2381","238","23"
"251","2332C0","238190","23819","2381","238","23"
"252","2332C0","238210","23821","2382","238","23"
"253","2332C0","238220","23822","2382","238","23"
"254","2332C0","238290","23829","2382","238","23"
"255","2332C0","238190","23819","2381","238","23"
"256","2332C0","238320","23832","2383","238","23"
"257","2332C0","238330","23833","2383","238","23"
"258","2332C0","238340","23834","2383","238","23"
"259","2332C0","238350","23835","2383","238","23"
"260","2332C0","238390","23839","2383","238","23"
"261","2332C0","238910","23891","2389","238","23"
"262","2332C0","238990","23899","2389","238","23"
"263","233230","236115","23611","2361","236","23"
"264","233230","236116","23611","2361","236","23"
"265","233230","236117","23611","2361","236","23"
"266","233230","236118","23611","2361","236","23"
"267","233230","236210","23621","2362","236","23"
"268","233230","236220","23622","2362","236","23"
"269","233230","237110","23711","2371","237","23"
"270","233230","237120","23712","2371","237","23"
"271","233230","237130","23713","2371","237","23"
"272","233230","237210","23721","2372","237","23"
"273","233230","237310","23731","2373","237","23"
"274","233230","237990","23799","2379","237","23"
"275","233230","238110","23811","2381","238","23"
"276","233230","238120","23812","2381","238","23"
"277","233230","238130","23813","2381","238","23"
"278","233230","238140","23814","2381","238","23"
"279","233230","238150","23815","2381","238","23"
"280","233230","238160","23816","2381","238","23"
"281","233230","238170","23817","2381","238","23"
"282","233230","238190","23819","2381","238","23"
"283","233230","238210","23821","2382","238","23"
"284","233230","238220","23822","2382","238","23"
"285","233230","238290","23829","2382","238","23"
"286","233230","238190","23819","2381","238","23"
"287","233230","238320","23832","2383","238","23"
"288","233230","238330","23833","2383","238","23"
"289","233230","238340","23834","2383","238","23"
"290","233230","238350","23835","2383","238","23"
"291","233230","238390","23839","2383","238","23"
"292","233230","238910","23891","2389","238","23"
"293","233230","238990","23899","2389","238","23"
"294","2332D0","236115","23611","2361","236","23"
"295","2332D0","236116","23611","2361","236","23"
"296","2332D0","236117","23611","2361","236","23"
"297","2332D0","236118","23611","2361","236","23"
"298","2332D0","236210","23621","2362","236","23"
"299","2332D0","236220","23622","2362","236","23"
"300","2332D0","237110","23711","2371","237","23"
"301","2332D0","237120","23712","2371","237","23"
"302","2332D0","237130","23713","2371","237","23"
"303","2332D0","237210","23721","2372","237","23"
"304","2332D0","237310","23731","2373","237","23"
"305","2332D0","237990","23799","2379","237","23"
"306","2332D0","238110","23811","2381","238","23"
"307","2332D0","238120","23812","2381","238","23"
"308","2332D0","238130","23813","2381","238","23"
"309","2332D0","238140","23814","2381","238","23"
"310","2332D0","238150","23815","2381","238","23"
"311","2332D0","238160","23816","2381","238","23"
"312","2332D0","238170","23817","2381","238","23"
"313","2332D0","238190","23819","2381","238","23"
"314","2332D0","238210","23821","2382","238","23"
"315","2332D0","238220","23822","2382","238","23"
"316","2332D0","238290","23829","2382","238","23"
"317","2332D0","238190","23819","2381","238","23"
"318","2332D0","238320","23832","2383","238","23"
"319","2332D0","238330","23833","2383","238","23"
"320","2332D0","238340","23834","2383","238","23"
"321","2332D0","238350","23835","2383","238","23"
"322","2332D0","238390","23839","2383","238","23"
"323","2332D0","238910","23891","2389","238","23"
"324","2332D0","238990","23899","2389","238","23"
"325","233411","236115","23611","2361","236","23"
"326","233411","236116","23611","2361","236","23"
"327","233411","236117","23611","2361","236","23"
"328","233411","236118","23611","2361","236","23"
"329","233411","236210","23621","2362","236","23"
"330","233411","236220","23622","2362","236","23"
"331","233411","237110","23711","2371","237","23"
"332","233411","237120","23712","2371","237","23"
"333","233411","237130","23713","2371","237","23"
"334","233411","237210","23721","2372","237","23"
"335","233411","237310","23731","2373","237","23"
"336","233411","237990","23799","2379","237","23"
"337","233411","238110","23811","2381","238","23"
"338","233411","238120","23812","2381","238","23"
"339","233411","238130","23813","2381","238","23"
"340","233411","238140","23814","2381","238","23"
"341","233411","238150","23815","2381","238","23"
"342","233411","238160","23816","2381","238","23"
"343","233411","238170","23817","2381","238","23"
"344","233411","238190","23819","2381","238","23"
"345","233411","238210","23821","2382","238","23"
"346","233411","238220","23822","2382","238","23"
"347","233411","238290","23829","2382","238","23"
"348","233411","238190","23819","2381","238","23"
"349","233411","238320","23832","2383","238","23"
"350","233411","238330","23833","2383","238","23"
"351","233411","238340","23834","2383","238","23"
"352","233411","238350","23835","2383","238","23"
"353","233411","238390","23839","2383","238","23"
"354","233411","238910","23891","2389","238","23"
"355","233411","238990","23899","2389","238","23"
"356","233412","236115","23611","2361","236","23"
"357","233412","236116","23611","2361","236","23"
"358","233412","236117","23611","2361","236","23"
"359","233412","236118","23611","2361","236","23"
"360","233412","236210","23621","2362","236","23"
"361","233412","236220","23622","2362","236","23"
"362","233412","237110","23711","2371","237","23"
"363","233412","237120","23712","2371","237","23"
"364","233412","237130","23713","2371","237","23"
"365","233412","237210","23721","2372","237","23"
"366","233412","237310","23731","2373","237","23"
"367","233412","237990","23799","2379","237","23"
"368","233412","238110","23811","2381","238","23"
"369","233412","238120","23812","2381","238","23"
"370","233412","238130","23813","2381","238","23"
"371","233412","238140","23814","2381","238","23"
"372","233412","238150","23815","2381","238","23"
"373","233412","238160","23816","2381","238","23"
"374","233412","238170","23817","2381","238","23"
"375","233412","238190","23819","2381","238","23"
"376","233412","238210","23821","2382","238","23"
"377","233412","238220","23822","2382","238","23"
"378","233412","238290","23829","2382","238","23"
"379","233412","238190","23819","2381","238","23"
"380","233412","238320","23832","2383","238","23"
"381","233412","238330","23833","2383","238","23"
"382","233412","238340","23834","2383","238","23"
"383","233412","238350","23835","2383","238","23"
"384","233412","238390","23839","2383","238","23"
"385","233412","238910","23891","2389","238","23"
"386","233412","238990","23899","2389","238","23"
"387","2334A0","236115","23611","2361","236","23"
"388","2334A0","236116","23611","2361","236","23"
"389","2334A0","236117","23611","2361","236","23"
"390","2334A0","236118","23611","2361","236","23"
"391","2334A0","236210","23621","2362","236","23"
"392","2334A0","236220","23622","2362","236","23"
"393","2334A0","237110","23711","2371","237","23"
"394","2334A0","237120","23712","2371","237","23"
"395","2334A0","237130","23713","2371","237","23"
"396","2334A0","237210","23721","2372","237","23"
"397","2334A0","237310","23731","2373","237","23"
"398","2334A0","237990","23799","2379","237","23"
"399","2334A0","238110","23811","2381","238","23"
"400","2334A0","238120","23812","2381","238","23"
"401","2334A0","238130","23813","2381","238","23"
"402","2334A0","238140","23814","2381","238","23"
"403","2334A0","238150","23815","2381","238","23"
"404","2334A0","238160","23816","2381","238","23"
"405","2334A0","238170","23817","2381","238","23"
"406","2334A0","238190","23819","2381","238","23"
"407","2334A0","238210","23821","2382","238","23"
"408","2334A0","238220","23822","2382","238","23"
"409","2334A0","238290","23829","2382","238","23"
"410","2334A0","238190","23819","2381","238","23"
"411","2334A0","238320","23832","2383","238","23"
"412","2334A0","238330","23833","2383","238","23"
"413","2334A0","238340","23834","2383","238","23"
"414","2334A0","238350","23835","2383","238","23"
"415","2334A0","238390","23839","2383","238","23"
"416","2334A0","238910","23891","2389","238","23"
"417","2334A0","238990","23899","2389","238","23"
"418","230301","236115","23611","2361","236","23"
"419","230301","236116","23611","2361","236","23"
"420","230301","236117","23611","2361","236","23"
"421","230301","236118","23611","2361","236","23"
"422","230301","236210","23621","2362","236","23"
"423","230301","236220","23622","2362","236","23"
"424","230301","237110","23711","2371","237","23"
"425","230301","237120","23712","2371","237","23"
"426","230301","237130","23713","2371","237","23"
"427","230301","237210","23721","2372","237","23"
"428","230301","237310","23731","2373","237","23"
"429","230301","237990","23799","2379","237","23"
"430","230301","238110","23811","2381","238","23"
"431","230301","238120","23812","2381","238","23"
"432","230301","238130","23813","2381","238","23"
"433","230301","238140","23814","2381","238","23"
"434","230301","238150","23815","2381","238","23"
"435","230301","238160","23816","2381","238","23"
"436","230301","238170","23817","2381","238","23"
"437","230301","238190","23819","2381","238","23"
"438","230301","238210","23821","2382","238","23"
"439","230301","238220","23822","2382","238","23"
"440","230301","238290","23829","2382","238","23"
"441","230301","238190","23819","2381","238","23"
"442","230301","238320","23832","2383","238","23"
"443","230301","238330","23833","2383","238","23"
"444","230301","238340","23834","2383","238","23"
"445","230301","238350","23835","2383","238","23"
"446","230301","238390","23839","2383","238","23"
"447","230301","238910","23891","2389","238","23"
"448","230301","238990","23899","2389","238","23"
"449","230302","236115","23611","2361","236","23"
"450","230302","236116","23611","2361","236","23"
"451","230302","236117","23611","2361","236","23"
"452","230302","236118","23611","2361","236","23"
"453","230302","236210","23621","2362","236","23"
"454","230302","236220","23622","2362","236","23"
"455","230302","237110","23711","2371","237","23"
"456","230302","237120","23712","2371","237","23"
"457","230302","237130","23713","2371","237","23"
"458","230302","237210","23721","2372","237","23"
"459","230302","237310","23731","2373","237","23"
"460","230302","237990","23799","2379","237","23"
"461","230302","238110","23811","2381","238","23"
"462","230302","238120","23812","2381","238","23"
"463","230302","238130","23813","2381","238","23"
"464","230302","238140","23814","2381","238","23"
"465","230302","238150","23815","2381","238","23"
"466","230302","238160","23816","2381","238","23"
"467","230302","238170","23817","2381","238","23"
"468","230302","238190","23819","2381","238","23"
"469","230302","238210","23821","2382","238","23"
"470","230302","238220","23822","2382","238","23"
"471","230302","238290","23829","2382","238","23"
"472","230302","238190","23819","2381","238","23"
"473","230302","238320","23832","2383","238","23"
"474","230302","238330","23833","2383","238","23"
"475","230302","238340","23834","2383","238","23"
"476","230302","238350","23835","2383","238","23"
"477","230302","238390","23839","2383","238","23"
"478","230302","238910","23891","2389","238","23"
"479","230302","238990","23899","2389","238","23"
"480","321100","321113","32111","3211","321","32"
"481","321100","321114","32111","3211","321","32"
"482","321200","321211","32121","3212","321","32"
"483","321200","321212","32121","3212","321","32"
"484","321200","321213","32121","3212","321","32"
"485","321200","321214","32121","3212","321","32"
"486","321200","321219","32121","3212","321","32"
"487","321910","321911","32191","3219","321","32"
"488","321910","321912","32191","3219","321","32"
"489","321910","321918","32191","3219","321","32"
"490","3219A0","321920","32192","3219","321","32"
"491","3219A0","321991","32199","3219","321","32"
"492","3219A0","321992","32199","3219","321","32"
"493","3219A0","321999","32199","3219","321","32"
"494","327100","327111","32711","3271","327","32"
"495","327100","327121","32712","3271","327","32"
"496","327200","327211","32721","3272","327","32"
"497","327200","327212","32721","3272","327","32"
"498","327200","327213","32721","3272","327","32"
"499","327200","327215","32721","3272","327","32"
"500","327310","327310","32731","3273","327","32"
"501","327320","327320","32732","3273","327","32"
"502","327330","327331","32733","3273","327","32"
"503","327330","327332","32733","3273","327","32"
"504","327390","327390","32739","3273","327","32"
"505","327400","327410","32741","3274","327","32"
"506","327400","327420","32742","3274","327","32"
"507","327910","327910","32791","3279","327","32"
"508","327991","327991","32799","3279","327","32"
"509","327992","327992","32799","3279","327","32"
"510","327993","327993","32799","3279","327","32"
"511","327999","327999","32799","3279","327","32"
"512","331110","331111","33111","3311","331","33"
"513","331200","331210","33121","3312","331","33"
"514","331200","331221","33122","3312","331","33"
"515","331200","331222","33122","3312","331","33"
"516","331313","331311","33131","3313","331","33"
"517","331314","331314","33131","3313","331","33"
"518","33131B","331315","33131","3313","331","33"
"519","33131B","331316","33131","3313","331","33"
"520","331410","331411","33141","3314","331","33"
"521","331420","331421","33142","3314","331","33"
"522","331490","331491","33149","3314","331","33"
"523","331490","331492","33149","3314","331","33"
"524","331510","331511","33151","3315","331","33"
"525","331510","331512","33151","3315","331","33"
"526","331510","331513","33151","3315","331","33"
"527","331520","331511","33151","3315","331","33"
"528","331520","331512","33151","3315","331","33"
"529","331520","331513","33151","3315","331","33"
"530","33211A","332111","33211","3321","332","33"
"531","33211A","332112","33211","3321","332","33"
"532","33211A","332117","33211","3321","332","33"
"533","332114","332114","33211","3321","332","33"
"534","332119","332115","33211","3321","332","33"
"535","332200","332211","33221","3322","332","33"
"536","332200","332212","33221","3322","332","33"
"537","332310","332311","33231","3323","332","33"
"538","332310","332312","33231","3323","332","33"
"539","332310","332313","33231","3323","332","33"
"540","332320","332321","33232","3323","332","33"
"541","332320","332322","33232","3323","332","33"
"542","332320","332323","33232","3323","332","33"
"543","332410","332410","33241","3324","332","33"
"544","332420","332420","33242","3324","332","33"
"545","332430","332431","33243","3324","332","33"
"546","332430","332439","33243","3324","332","33"
"547","332500","332510","33251","3325","332","33"
"548","332600","332611","33261","3326","332","33"
"549","332600","332618","33261","3326","332","33"
"550","332710","332710","33271","3327","332","33"
"551","332720","332721","33272","3327","332","33"
"552","332720","332722","33272","3327","332","33"
"553","332800","332811","33281","3328","332","33"
"554","332800","332812","33281","3328","332","33"
"555","332800","332813","33281","3328","332","33"
"556","33291A","332911","33291","3329","332","33"
"557","33291A","332912","33291","3329","332","33"
"558","33291A","332919","33291","3329","332","33"
"559","332913","332913","33291","3329","332","33"
"560","332991","332991","33299","3329","332","33"
"561","33299A","332992","33299","3329","332","33"
"562","33299A","332993","33299","3329","332","33"
"563","33299A","332994","33299","3329","332","33"
"564","332996","332996","33299","3329","332","33"
"565","332999","332997","33299","3329","332","33"
"566","333111","333111","33311","3331","333","33"
"567","333112","333112","33311","3331","333","33"
"568","333120","333120","33312","3331","333","33"
"569","333130","333131","33313","3331","333","33"
"570","333130","333132","33313","3331","333","33"
"571","333242","333295","33329","3332","333","33"
"572","33329A","333294","33329","3332","333","33"
"573","33329A","333210","33321","3332","333","33"
"574","33329A","333293","33329","3332","333","33"
"575","33329A","333220","33322","3332","333","33"
"576","333314","333314","33331","3333","333","33"
"577","333316","333315","33331","3333","333","33"
"578","333318","333311","33331","3333","333","33"
"579","333413","333411","33341","3334","333","33"
"580","333414","333414","33341","3334","333","33"
"581","333415","333415","33341","3334","333","33"
"582","333511","333511","33351","3335","333","33"
"583","333517","333512","33351","3335","333","33"
"584","333514","333514","33351","3335","333","33"
"585","33351B","333515","33351","3335","333","33"
"586","33351B","333516","33351","3335","333","33"
"587","333611","333611","33361","3336","333","33"
"588","333612","333612","33361","3336","333","33"
"589","333613","333613","33361","3336","333","33"
"590","333618","333618","33361","3336","333","33"
"591","33391A","333911","33391","3339","333","33"
"592","33391A","333913","33391","3339","333","33"
"593","333912","333912","33391","3339","333","33"
"594","333920","333921","33392","3339","333","33"
"595","333920","333922","33392","3339","333","33"
"596","333920","333923","33392","3339","333","33"
"597","333920","333924","33392","3339","333","33"
"598","333991","333991","33399","3339","333","33"
"599","33399A","333992","33399","3339","333","33"
"600","33399A","333997","33399","3339","333","33"
"601","33399A","333999","33399","3339","333","33"
"602","333993","333993","33399","3339","333","33"
"603","333994","333994","33399","3339","333","33"
"604","33399B","333995","33399","3339","333","33"
"605","33399B","333996","33399","3339","333","33"
"606","334111","334111","33411","3341","334","33"
"607","334112","334112","33411","3341","334","33"
"608","334118","334113","33411","3341","334","33"
"609","334210","334210","33421","3342","334","33"
"610","334220","334220","33422","3342","334","33"
"611","334290","334290","33429","3342","334","33"
"612","334413","334413","33441","3344","334","33"
"613","334418","334418","33441","3344","334","33"
"614","33441A","334412","33441","3344","334","33"
"615","33441A","334414","33441","3344","334","33"
"616","33441A","334417","33441","3344","334","33"
"617","33441A","334411","33441","3344","334","33"
"618","334510","334510","33451","3345","334","33"
"619","334511","334511","33451","3345","334","33"
"620","334512","334512","33451","3345","334","33"
"621","334513","334513","33451","3345","334","33"
"622","334514","334514","33451","3345","334","33"
"623","334515","334515","33451","3345","334","33"
"624","334516","334516","33451","3345","334","33"
"625","334517","334517","33451","3345","334","33"
"626","33451A","334518","33451","3345","334","33"
"627","334300","334310","33431","3343","334","33"
"628","334610","334613","33461","3346","334","33"
"629","334610","334611","33461","3346","334","33"
"630","335110","335110","33511","3351","335","33"
"631","335120","335121","33512","3351","335","33"
"632","335120","335122","33512","3351","335","33"
"633","335210","335211","33521","3352","335","33"
"634","335221","335221","33522","3352","335","33"
"635","335222","335222","33522","3352","335","33"
"636","335224","335224","33522","3352","335","33"
"637","335228","335228","33522","3352","335","33"
"638","335311","335311","33531","3353","335","33"
"639","335312","335312","33531","3353","335","33"
"640","335313","335313","33531","3353","335","33"
"641","335314","335314","33531","3353","335","33"
"642","335911","335911","33591","3359","335","33"
"643","335912","335912","33591","3359","335","33"
"644","335920","335921","33592","3359","335","33"
"645","335920","335929","33592","3359","335","33"
"646","335930","335931","33593","3359","335","33"
"647","335930","335932","33593","3359","335","33"
"648","335991","335991","33599","3359","335","33"
"649","335999","335999","33599","3359","335","33"
"650","336111","336111","33611","3361","336","33"
"651","336112","336112","33611","3361","336","33"
"652","336120","336120","33612","3361","336","33"
"653","336211","336211","33621","3362","336","33"
"654","336212","336212","33621","3362","336","33"
"655","336213","336213","33621","3362","336","33"
"656","336214","336214","33621","3362","336","33"
"657","336310","336311","33631","3363","336","33"
"658","336320","336321","33632","3363","336","33"
"659","3363A0","336330","33633","3363","336","33"
"660","3363A0","336340","33634","3363","336","33"
"661","336350","336350","33635","3363","336","33"
"662","336360","336360","33636","3363","336","33"
"663","336370","336370","33637","3363","336","33"
"664","336390","336391","33639","3363","336","33"
"665","336411","336411","33641","3364","336","33"
"666","336412","336412","33641","3364","336","33"
"667","336413","336413","33641","3364","336","33"
"668","336414","336414","33641","3364","336","33"
"669","33641A","336415","33641","3364","336","33"
"670","33641A","336419","33641","3364","336","33"
"671","336500","336510","33651","3365","336","33"
"672","336611","336611","33661","3366","336","33"
"673","336612","336612","33661","3366","336","33"
"674","336991","336991","33699","3369","336","33"
"675","336992","336992","33699","3369","336","33"
"676","336999","336999","33699","3369","336","33"
